"SGG_PHESANT_ID","SGG_PHESANT_ID_sub","N_pairs","r2","Neale_pheno_ID","Neale_pheno_ID_sub","Neale_file_sex","description","variable_type","SGG_request","PHESANT_processed","SGG_location","Neale_downloaded","category","define_category:T/F","v2_exists","v2_downloaded","num_IVs","num_IVs_pass_het","GRS_list"
"1100","1100","62980","0.0186809097445208","1100","1100","both","Drive faster than motorway speed limit","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"16",14,0
"1110","1110","73264","0.062581339307154","1110","1110","both","Length of mobile phone use","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"19",19,0
"1160","1160","74421","0.0132243644311444","1160","1160","both","Sleep duration","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"45",44,0
"1180","1180","59990","0.0141050280199147","1180","1180","both","Morning/evening person (chronotype)","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"89",89,0
"1190","1190","75014","0.0102316047854134","1190","1190","both","Nap during day","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"58",58,0
"1239","1239","74982","0.0626273933318974","1239","1239","both","Current tobacco smoking","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"18",17,0
"1249","1249","67781","0.0379833287160379","1249","1249","both","Past tobacco smoking","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"62",61,0
"1289","1289","71961","0.073776219757318","1289","1289","both","Cooked vegetable intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"6",6,0
"129","129","70550","0.352911498079287","129_irnt","129","both","Place of birth in UK - north co-ordinate","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE","119",118,0
"1299","1299","66637","0.0422400432604918","1299","1299","both","Salad / raw vegetable intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"11",11,0
"130","130","70550","0.225790605762831","130_irnt","130","both","Place of birth in UK - east co-ordinate","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE","65",65,0
"1309","1309","70064","0.0276175723462947","1309","1309","both","Fresh fruit intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"32",32,0
"1319","1319","62960","0.0762920011122177","1319","1319","both","Dried fruit intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"27",27,0
"1329","1329","74403","0.122992097777555","1329","1329","both","Oily fish intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"38",38,0
"1339","1339","74592","0.085381064148153","1339","1339","both","Non-oily fish intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"7",7,0
"1349","1349","74878","0.0381935665174008","1349","1349","both","Processed meat intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"9",9,0
"1369","1369","74662","0.168277219765463","1369","1369","both","Beef intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"9",9,0
"1379","1379","74348","0.191669024352842","1379","1379","both","Lamb/mutton intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"15",15,0
"1389","1389","74417","0.142319487927599","1389","1389","both","Pork intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"5",5,0
"1408","1408","72060","0.0748881838514193","1408","1408","both","Cheese intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"32",32,0
"1428_1","1428","74891","0.225244587761646","1428_1","1428","both","Spread type: Butter/spreadable butter","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"10",10,0
"1438","1438","72455","0.0215440808808041","1438_irnt","1438","both","Bread intake","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"16",16,0
"1448_1","1448","71086","0.177957086841353","1448_1","1448","both","Bread type: White","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"21",20,0
"1448_3","1448","71086","0.117506747462215","1448_3","1448","both","Bread type: Wholemeal or wholegrain","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"15",15,0
"1458","1458","69591","0.103680328374672","1458","1458","both","Cereal intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"23",23,0
"1468_4","1468","55906","0.0481047182332859","1468_4","1468","both","Cereal type: Muesli","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"11",11,0
"1468_5","1468","55906","0.0166409287353102","1468_5","1468","both","Cereal type: Other (e.g. Cornflakes, Frosties)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"13",13,0
"1478","1478","75041","0.0524081689116105","1478","1478","both","Salt added to food","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"61",60,0
"1488","1488","71217","0.0644170074430264","1488_irnt","1488","both","Tea intake","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"26",25,0
"1498","1498","65342","0.0336664852753953","1498","1498","both","Coffee intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"27",26,0
"1508_2","1508","49699","0.252727408283386","1508_2","1508","both","Coffee type: Instant coffee","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"6",6,0
"1508_3","1508","49699","0.298920727939905","1508_3","1508","both","Coffee type: Ground coffee (include espresso, filter etc)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"20",20,0
"1528","1528","63562","0.017317249414877","1528","1528","both","Water intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"26",26,0
"1538_0","1538","74805","0.0194619629531483","1538_0","1538","both","Major dietary changes in the last 5 years: No","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"11",11,0
"1548","1548","74729","0.0100706314730569","1548","1548","both","Variation in diet","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE",NA,"8",8,0
"1558","1558","74975","0.203709778365267","1558","1558","both","Alcohol intake frequency.","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"57",55,0
"1568","1568","47848","0.156889765703086","1568","1568","both","Average weekly red wine intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"15",15,0
"1588","1588","47929","0.0279270090831681","1588","1588","both","Average weekly beer plus cider intake","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"13",9,0
"1618","1618","24926","0.447638441781634","1618","1618","both","Alcohol usually taken with meals","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"17",17,0
"1628","1628","67005","0.0647126545659867","1628","1628","both","Alcohol intake versus 10 years previously","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"9",8,0
"1980","1980","71620","0.0107029356127415","1980","1980","both","Worrier / anxious feelings","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"41",41,0
"20003_2038460150","20003","75040","0.010760810261216","20003_2038460150","20003","both","Treatment/medication code: paracetamol","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy","FALSE","FALSE",NA,"11",11,0
"20015","20015","74783","0.0911517744625645","20015_irnt","20015","both","Sitting height","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","body","FALSE","FALSE",NA,"521",521,0
"20016","20016","23510","0.0388372821519258","20016_irnt","20016","both","Fluid intelligence score","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"41",41,0
"20023","20023","74209","0.0128227362408194","20023_irnt","20023","both","Mean time to correctly identify matches","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"56",56,0
"20090_362","20090","8262","0.0928173581588452","20090_362","20090","both","Type of fat/oil used in cooking: Normal fat butter","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet","FALSE","FALSE",NA,"7",7,0
"20116_0","20116","74532","0.0413543169944468","20116_0","20116","both","Smoking status: Never","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE",NA,"82",82,0
"20116_1","20116","74532","0.0307989092447361","20116_1","20116","both","Smoking status: Previous","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE",NA,"24",24,0
"20116_2","20116","74532","0.0535050894142278","20116_2","20116","both","Smoking status: Current","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE",NA,"17",17,0
"20128","20128","23510","0.0100842391950196","20128","20128","both","Number of fluid intelligence questions attempted within time limit","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"5",5,0
"20150","20150","44599","0.0269003839308677","20150_irnt","20150","both","Forced expiratory volume in 1-second (FEV1), Best measure","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"228",228,0
"20151","20151","44599","0.0651675573008405","20151_irnt","20151","both","Forced vital capacity (FVC), Best measure","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"284",284,0
"20153","20153","8548","0.159231387437127","20153_irnt","20153","both","Forced expiratory volume in 1-second (FEV1), predicted","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"256",256,0
"20154","20154","8548","0.0133311049635346","20154_irnt","20154","both","Forced expiratory volume in 1-second (FEV1), predicted percentage","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"61",60,0
"20160","20160","74547","0.0159032578990271","20160","20160","both","Ever smoked","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE",NA,"49",49,0
"2050","2050","69172","0.0111001212440089","2050","2050","both","Frequency of depressed mood in last 2 weeks","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"5",5,0
"2080","2080","70829","0.0140579432124994","2080","2080","both","Frequency of tiredness / lethargy in last 2 weeks","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"24",24,0
"21001","21001","74699","0.053676366993998","21001_irnt","21001","both","Body mass index (BMI)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"343",343,0
"2149","2149","55220","0.198128011814459","2149","2149","both","Lifetime number of sexual partners","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"40",40,0
"2178","2178","74660","0.0224567390140313","2178","2178","both","Overall health rating","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE",NA,"68",68,0
"22146","22146","465","0.0210139178758967","22146_irnt","22146","both","Age hayfever or allergic rhinitis diagnosed by doctor","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","disease","FALSE","FALSE",NA,"11",11,0
"2237","2237","75007","0.0363655915283584","2237","2237","both","Plays computer games","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"24",24,0
"22506_114","22506","9847","0.0490938268168964","22506_114","22506","both","Tobacco smoking: Never smoked","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE",NA,"5",5,0
"22702","22702","75033","0.978254839708728","22702_irnt","22702","both","Home location - east co-ordinate (rounded)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb29336/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"12",12,0
"22704","22704","75033","0.981692894648846","22704_irnt","22704","both","Home location - north co-ordinate (rounded)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb29336/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE",NA,"19",19,0
"23099","23099","72747","0.0859060871575334","23099_irnt","23099","both","Body fat percentage","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"295",293,0
"23100","23100","72655","0.0331543814863978","23100_irnt","23100","both","Whole body fat mass","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"322",322,0
"23101","23101","72798","0.29548447479354","23101_irnt","23101","both","Whole body fat-free mass","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"458",458,0
"23102","23102","72805","0.294160743408887","23102_irnt","23102","both","Whole body water mass","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"459",457,0
"23104","23104","72805","0.0532448658338948","23104_irnt","23104","both","Body mass index (BMI)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"338",338,0
"23105","23105","72803","0.246173196084678","23105_irnt","23105","both","Basal metabolic rate","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"449",449,0
"23106","23106","72794","0.150076991750022","23106_irnt","23106","both","Impedance of whole body","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"395",392,0
"23107","23107","72804","0.0130079994281781","23107_irnt","23107","both","Impedance of leg (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"362",360,0
"23109","23109","72796","0.230848196228767","23109_irnt","23109","both","Impedance of arm (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"349",346,0
"23110","23110","72801","0.227135369030356","23110_irnt","23110","both","Impedance of arm (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"357",354,0
"23111","23111","72804","0.261673272979712","23111_irnt","23111","both","Leg fat percentage (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"286",285,0
"23112","23112","72803","0.0451909955404965","23112_irnt","23112","both","Leg fat mass (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"306",306,0
"23113","23113","72802","0.252023287387768","23113_irnt","23113","both","Leg fat-free mass (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"423",422,0
"23114","23114","72801","0.258482971442145","23114_irnt","23114","both","Leg predicted mass (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"423",422,0
"23115","23115","72799","0.275702369112046","23115_irnt","23115","both","Leg fat percentage (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"285",284,0
"23116","23116","72798","0.0541786565118178","23116_irnt","23116","both","Leg fat mass (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"308",308,0
"23117","23117","72787","0.252015215942833","23117_irnt","23117","both","Leg fat-free mass (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"412",412,0
"23118","23118","72783","0.258719879060733","23118_irnt","23118","both","Leg predicted mass (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"410",410,0
"23119","23119","72782","0.107200937058525","23119_irnt","23119","both","Arm fat percentage (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"289",288,0
"23120","23120","72778","0.0285802009869522","23120_irnt","23120","both","Arm fat mass (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"307",306,0
"23121","23121","72771","0.309384974454544","23121_irnt","23121","both","Arm fat-free mass (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"404",404,0
"23122","23122","72769","0.311952361848402","23122_irnt","23122","both","Arm predicted mass (right)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"400",400,0
"23123","23123","72763","0.113882676022985","23123_irnt","23123","both","Arm fat percentage (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"293",291,0
"23124","23124","72752","0.0284500455702607","23124_irnt","23124","both","Arm fat mass (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"303",302,0
"23125","23125","72750","0.292048335321833","23125_irnt","23125","both","Arm fat-free mass (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"410",410,0
"23126","23126","72745","0.295291343735344","23126_irnt","23126","both","Arm predicted mass (left)","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"403",403,0
"23128","23128","72727","0.058248053832712","23128_irnt","23128","both","Trunk fat mass","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"326",325,0
"23129","23129","72691","0.310470094667385","23129_irnt","23129","both","Trunk fat-free mass","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"453",452,0
"23130","23130","72671","0.312913448992093","23130_irnt","23130","both","Trunk predicted mass","continuous_irnt","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","body","FALSE","FALSE",NA,"452",451,0
